occurrenceID	basisOfRecord	scientificName	scientificNameAuthorship	taxonRank	kingdom	family	genus	specificEpithet	infraspecificEpithet	taxonRemarks	eventDate	year	month	day	recordedBy	identifiedBy	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	country	countryCode	stateProvince	county	locality	elevation	elevationUnit	habitat	associatedTaxa	occurrenceRemarks	catalogNumber	institutionCode	collectionCode	license	rightsHolder	datasetName	references
ORCHID_2267	HumanObservation	CT Coel tsii		species	Plantae	Orchidaceae	CT	Coel			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4812CT_Coel tsii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2267	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2268	HumanObservation	Coel  xyrekes		species	Plantae	Orchidaceae	Coel	xyrekes			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3093T_Coel xyrekes.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2268	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2269	HumanObservation	Ddc  arachnites		species	Plantae	Orchidaceae	Ddc	arachnites			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3072T_Dendrochilum arachnites.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2269	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2270	HumanObservation	PT Dendrochilum arachnites		species	Plantae	Orchidaceae	PT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3072PT_Dendrochilum arachnites.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2270	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2271	HumanObservation	Ddc  cobbianum		species	Plantae	Orchidaceae	Ddc	cobbianum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3390IT_Ddc cobbianum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2271	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2272	HumanObservation	CT Ddc cobbianum		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4163CT_Ddc cobbianum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2272	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2273	HumanObservation	PT Ddc cobbianum		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4163PT_Ddc cobbianum 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2273	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2274	HumanObservation	Ddc  coccineum		species	Plantae	Orchidaceae	Ddc	coccineum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4298T_Ddc coccineum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2274	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2275	HumanObservation	IT Ddc cocciineum		species	Plantae	Orchidaceae	IT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4298IT_Ddc cocciineum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2275	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2276	HumanObservation	IT Ddc coccineum		species	Plantae	Orchidaceae	IT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4298IT_Ddc coccineum 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2276	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2277	HumanObservation	Ddc convallariiforme		species	Plantae	Orchidaceae	Ddc	convallariiforme			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3975PT_Ddc convallariiforme.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2277	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2278	HumanObservation	CT Ddc convallariiforme		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3975CT_Ddc convallariiforme.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2278	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2279	HumanObservation	IT Ddc convallariiforme		species	Plantae	Orchidaceae	IT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3975IT_Ddc convallariiforme.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2279	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2280	HumanObservation	Ddc  cootesii		species	Plantae	Orchidaceae	Ddc	cootesii			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3334T_Ddc cootesii 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2280	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2281	HumanObservation	CT Dendrochilum cootesii		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3334CT_Dendrochilum cootesii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2281	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2282	HumanObservation	PT Ddc cootesii		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3334PT_Ddc cootesii 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2282	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2283	HumanObservation	CT Ddc cootesii		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3334CT_Ddc cootesii 3.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2283	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2284	HumanObservation	Ddc  kopfii		species	Plantae	Orchidaceae	Ddc	kopfii			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3601T_Dendrochilum kopfii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2284	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2285	HumanObservation	CT Dendrochilum kopfii		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3601CT_Dendrochilum kopfii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2285	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2286	HumanObservation	Ddc  glumaceum		species	Plantae	Orchidaceae	Ddc	glumaceum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/1930T_Dendrochillum glumaceum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2286	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2287	HumanObservation	CT Dendrochillum glumaceum		species	Plantae	Orchidaceae	CT	Dendrochillum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/1930CT_Dendrochillum glumaceum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2287	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2288	HumanObservation	T Ddc glumaceum		species	Plantae	Orchidaceae	T	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4012T_Ddc glumaceum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2288	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2289	HumanObservation	PT Ddc glumaceum		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4012PT_Ddc glumaceum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2289	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2290	HumanObservation	CT Ddc glumaceum		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4012CT_Ddc glumaceum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2290	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2291	HumanObservation	Ddc  javieriense		species	Plantae	Orchidaceae	Ddc	javieriense			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2880T_Dendrochilum javierense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2291	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2292	HumanObservation	CT Dendrochilum javierense		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2880CT_Dendrochilum javierense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2292	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2293	HumanObservation	T Dendrochillum javierense		species	Plantae	Orchidaceae	T	Dendrochillum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2094T_Dendrochillum javierense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2293	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2294	HumanObservation	T Ddc javerii		species	Plantae	Orchidaceae	T	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3925T_Ddc javerii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2294	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2295	HumanObservation	CT Ddc javerii		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3925CT_Ddc javerii.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2295	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2296	HumanObservation	Ddc  latifolium		species	Plantae	Orchidaceae	Ddc	latifolium			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3529T_Dendrochilum sp.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2296	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2297	HumanObservation	CT Dendrochilum sp		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3529CT_Dendrochilum sp.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2297	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2298	HumanObservation	PT Dendrochilum sp		species	Plantae	Orchidaceae	PT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3529PT_Dendrochilum sp.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2298	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2299	HumanObservation	Ddc  magnum		species	Plantae	Orchidaceae	Ddc	magnum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2484T_Dendrochilum magnum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2299	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2300	HumanObservation	CT Dendrochilum magnum		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2484CT_Dendrochilum magnum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2300	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2301	HumanObservation	PT Dendrochilum magnum		species	Plantae	Orchidaceae	PT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/2484PT_Dendrochilum magnum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2301	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2302	HumanObservation	T Ddc magnum		species	Plantae	Orchidaceae	T	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4161T_Ddc magnum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2302	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2303	HumanObservation	CT Ddc magnum		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4161CT_Ddc magnum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2303	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2304	HumanObservation	Ddc  pangasinanense		species	Plantae	Orchidaceae	Ddc	pangasinanense			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3549T_Ddc pangasinanense .jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2304	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2305	HumanObservation	CT Dendrochilum pangasinanense		species	Plantae	Orchidaceae	CT	Dendrochilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3549CT_Dendrochilum pangasinanense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2305	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2306	HumanObservation	PT Ddc pangasinanense		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3549PT_Ddc pangasinanense 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2306	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2307	HumanObservation	Ddc  parvulum		species	Plantae	Orchidaceae	Ddc	parvulum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4690T_Ddc parvulum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2307	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2308	HumanObservation	CT Ddc parvulum		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4690CT_Ddc parvulum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2308	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2309	HumanObservation	HT Ddc parvulum		species	Plantae	Orchidaceae	HT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/4690HT_Ddc parvulum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2309	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2310	HumanObservation	CT Ddc pulcherrimum		species	Plantae	Orchidaceae	CT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3639CT_Ddc pulcherrimum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2310	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2311	HumanObservation	PT Ddc pulcherrimum		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3639PT_Ddc pulcherrimum 3.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2311	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2312	HumanObservation	Ddc  saccolabium		species	Plantae	Orchidaceae	Ddc	saccolabium			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3663T_Ddc saccolabium.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2312	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2313	HumanObservation	PT Ddc saccolabium		species	Plantae	Orchidaceae	PT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3663PT_Ddc saccolabium.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2313	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_2314	HumanObservation	IT Ddc saccolabium		species	Plantae	Orchidaceae	IT	Ddc			2025-08-24	2025	8	24												meters			"From Roberta Fox's Coelogyne collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Coelogyne-Pleione-Dendrochilum/Species/3663IT_Ddc saccolabium.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupCoelogyne.html"	2314	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
